Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostenträger 	Kostenstelle 	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT
151	01406	Abziehbare Vorsteuer 19 %	02.02.20	94	<Storno> Rieger City München	M-R 7408		01600	-3,19			0,00	
135	01406	Abziehbare Vorsteuer 19 %	03.02.20	120	OLB C1T16RTWAFTKV74von Admin, Anne Richter, Forderungsausgleich		freelance - wissens	01700	29,19			0,00	
149	01406	Abziehbare Vorsteuer 19 %	03.02.20	123	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020.02.02T18.49.33 Folgenr.000 Ver	M-R 7408		01740	3,19			0,00	
133	01406	Abziehbare Vorsteuer 19 %	04.02.20	118	OLB NR8676167015 DIGITALOCEA USKURS 1,1016100KAUFUMSATZ01.02 10,34125406AR	Digital Ocean		01740	1,50			0,00	
168	01406	Abziehbare Vorsteuer 19 %	05.02.20	137	OLB AGIP ASCHHEIM, EICHENDORFFSTR.20//A2020-02-04T18:40:27 KFN 1 VJ 2012 K	M-R 7408		01700	8,95			0,00	
437	01406	Abziehbare Vorsteuer 19 %	05.02.20	325	OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-03T20:16:26 KFN 1 VJ 2012 Kartenzahl	M-R 7408		01700	0,70			0,00	
447	01406	Abziehbare Vorsteuer 19 %	05.02.20	330	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-04T14:49:03 KFN 1 VJ 2012 K	M-R 7408		01700	2,87			0,00	
305	01406	Abziehbare Vorsteuer 19 %	07.02.20	261	Riem Arcaden	M-R 7408		01600	0,19			0,00	
440	01406	Abziehbare Vorsteuer 19 %	07.02.20	327	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-06T21:55:26 KFN 1 VJ 2012 K	M-R 7408		01700	3,19			0,00	
400	01406	Abziehbare Vorsteuer 19 %	10.02.20	308	OLB TOTAL Service Station//AUE/DE 2020-02-08T22:06:25 KFN 1 VJ 2012 Karten	M-R 7408		01700	1,76			0,00	
406	01406	Abziehbare Vorsteuer 19 %	10.02.20	311	OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012 Ka	M-R 7408		01700	8,87			0,00	
411	01406	Abziehbare Vorsteuer 19 %	10.02.20	311	<Storno> OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012	M-R 7408		01700	-8,87			0,00	
412	01406	Abziehbare Vorsteuer 19 %	10.02.20	314	OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012 Ka	M-R 7408		01700	8,87			0,00	
177	01406	Abziehbare Vorsteuer 19 %	11.02.20	146	OLB XXXS072XXX SATURN E//MUENCHEN/DE 2020-02-10T18:48:18 KFN 1 VJ 2012 Kar	USB-Stick		01700	1,60			0,00	
218	01406	Abziehbare Vorsteuer 19 %	11.02.20	187	OLB PP.2280.PP . KV GMBH, Ihr Einkauf bei KV GMBH	KV		01700	1,87			0,00	
309	01406	Abziehbare Vorsteuer 19 %	11.02.20	265	Frankfurt RMV	RMV		01600	0,85			0,00	
428	01406	Abziehbare Vorsteuer 19 %	11.02.20	321	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 2012 K			01700	2,19			0,00	
181	01406	Abziehbare Vorsteuer 19 %	12.02.20	150	OLB Kartenzahlung ARAL Frankfurt Forsthausstrase 50//2020-02-11T00:42:27 K	M-R 7408		01700	6,33			0,00	
438	01406	Abziehbare Vorsteuer 19 %	12.02.20	326	OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-10T20:40:15 KFN 1 VJ 2012 Kartenzahl	M-R 7408		01700	0,70			0,00	
156	01406	Abziehbare Vorsteuer 19 %	13.02.20	128	OLB NR8676167015 DIGITALOCEA USKURS 1,0890100KAUFUMSATZ11.02 17,45091221AR			01740	2,56			0,00	
159	01406	Abziehbare Vorsteuer 19 %	13.02.20	128	<Storno> OLB NR8676167015 DIGITALOCEA USKURS 1,0890100KAUFUMSATZ11.02 17,4509122			01740	-2,56			0,00	
160	01406	Abziehbare Vorsteuer 19 %	13.02.20	128	OLB NR8676167015 DIGITALOCEA USKURS 1,0890100KAUFUMSATZ11.02 17,45091221AR	Digital Ocean		01740	2,56			0,00	
161	01406	Abziehbare Vorsteuer 19 %	13.02.20	128	<Storno> OLB NR8676167015 DIGITALOCEA USKURS 1,0890100KAUFUMSATZ11.02 17,4509122	Digital Ocean		01740	-2,56			0,00	
162	01406	Abziehbare Vorsteuer 19 %	13.02.20	131	OLB NR8676167015 DIGITALOCEA USKURS 1,0890100KAUFUMSATZ11.02 17,45091221AR	Digital Ocean		01740	2,56			0,00	
185	01406	Abziehbare Vorsteuer 19 %	13.02.20	154	OLB Kd-Nr.: 17337791, Rg-Nr.: 1452094932/6, Ihre Tarifrechnung		Handy - Telefonica	01700	2,55			0,00	
314	01406	Abziehbare Vorsteuer 19 %	13.02.20	153	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 2012 K	M-R 7408		01700	2,39			0,00	
315	01406	Abziehbare Vorsteuer 19 %	13.02.20	153	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 201	M-R 7408		01700	-2,39			0,00	
316	01406	Abziehbare Vorsteuer 19 %	13.02.20	268	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 2012 K	M-R 7408	Lagardere	01700	2,39			0,00	
388	01406	Abziehbare Vorsteuer 19 %	13.02.20	302	OLB 01665 MCDONALDS//FRANKFURT MAIN/DE 2020-02-12T20:03:01KFN 1 VJ 2012 Ka			01700	0,43			0,00	
390	01406	Abziehbare Vorsteuer 19 %	13.02.20	303	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T22:5			01700	3,54			0,00	
392	01406	Abziehbare Vorsteuer 19 %	13.02.20	304	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T15:1			01700	4,10			0,00	
394	01406	Abziehbare Vorsteuer 19 %	14.02.20	305	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T23:3			01700	1,26			0,00	
396	01406	Abziehbare Vorsteuer 19 %	14.02.20	306	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T19:0			01700	6,55			0,00	
306	01406	Abziehbare Vorsteuer 19 %	15.02.20	262	Interparking, World Port Center Rotterdam, Wilhelminakade 901, 7072 Rotterdam	M-R 7408		01600	2,52			0,00	
307	01406	Abziehbare Vorsteuer 19 %	16.02.20	263	Apcoa Parking	M-R 7408		01600	3,83			0,00	
197	01406	Abziehbare Vorsteuer 19 %	17.02.20	166	OLB SHELL 1272 / Greding /DE 2020-02-16T06:59:51 KFN1 VJ 2012 Kartenzahlun	M-R 7408		01700	10,76			0,00	
291	01406	Abziehbare Vorsteuer 19 %	17.02.20	250	Pollux GmbH & Co. KG, OEZ München, Hanauer Straße 80993 München	M-R 7408		01600	0,24			0,00	
297	01406	Abziehbare Vorsteuer 19 %	17.02.20	255	OLB Harvest Coffee Brewers//ROTTERDAM/N2020-02-13T13:38:27 KFN 1 VJ 2012 K			01700	5,27			0,00	
376	01406	Abziehbare Vorsteuer 19 %	17.02.20	298	OLB CCV.KAANDORP//ROTTERDAM/NL/1 2020-02-14T21:08:27 KFN 1 VJ 2012 Kartenz			01700	3,35			0,00	
378	01406	Abziehbare Vorsteuer 19 %	17.02.20	299	OLB Grand Cafe Prachtig//ROTTERDAM/NL/12020-02-14T16:09:42 KFN 1 VJ 2012 K			01700	4,32			0,00	
382	01406	Abziehbare Vorsteuer 19 %	17.02.20	300	OLB CCV.FIRMA PICKLES ROTT//ROTTERDAM/N2020-02-13T19:58:35 KFN 1 VJ 2012 K			01700	4,81			0,00	
398	01406	Abziehbare Vorsteuer 19 %	17.02.20	307	OLB ALEX Skyline Plaza Frankfurt//Frankfurt/DE 2020.02.16T01.54.00 Folgenr			01740	3,61			0,00	
432	01406	Abziehbare Vorsteuer 19 %	17.02.20	323	OLB NR8676167015 AMSTERDAM NLKAUFUMSATZ13.02134406ARN742084700440000060823			01740	2,00			0,00	
432	01406	Abziehbare Vorsteuer 19 %	17.02.20	323	OLB NR8676167015 AMSTERDAM NLKAUFUMSATZ13.02134406ARN742084700440000060823	M-R 7408		01740	0,80			0,00	
205	01406	Abziehbare Vorsteuer 19 %	18.02.20	174	OLB SHELL MAASBOULEVARD//ROTTERDAM/NL/12020-02-15T15:30:16 KFN 1 VJ 2012 K	M-R 7408		01700	10,21			0,00	
384	01406	Abziehbare Vorsteuer 19 %	18.02.20	301	OLB Happy Italy KPNToren//ROTTERDAM/NL/2020-02-15T14:49:30 KFN 1 VJ 2012 K			01700	1,83			0,00	
430	01406	Abziehbare Vorsteuer 19 %	18.02.20	322	OLB NR8676167015 AMSTERDAM NLKAUFUMSATZ15.02110553ARN742084700460000045160	M-R 7408		01740	2,00			0,00	
433	01406	Abziehbare Vorsteuer 19 %	18.02.20	322	<Storno> OLB NR8676167015 AMSTERDAM NLKAUFUMSATZ15.02110553ARN742084700460000045	M-R 7408		01740	-2,00			0,00	
434	01406	Abziehbare Vorsteuer 19 %	18.02.20	324	OLB NR8676167015 AMSTERDAM NLKAUFUMSATZ15.02110553ARN742084700460000045160			01740	2,00			0,00	
434	01406	Abziehbare Vorsteuer 19 %	18.02.20	324	OLB NR8676167015 AMSTERDAM NLKAUFUMSATZ15.02110553ARN742084700460000045160	M-R 7408		01740	2,00			0,00	
206	01406	Abziehbare Vorsteuer 19 %	19.02.20	175	OLB Kartenzahlung ARAL Holzkirchen A8 Schmiedstrase 2020-02-18T07:54:21 KF	M-R 7408		01700	1,50			0,00	
402	01406	Abziehbare Vorsteuer 19 %	19.02.20	309	OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-16T02:20:18 KFN 1 VJ 2012 K	M-R 7408		01700	2,39			0,00	
404	01406	Abziehbare Vorsteuer 19 %	19.02.20	310	OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-13T00:24:48 KFN 1 VJ 2012 K	M-R 7408		01700	4,31			0,00	
216	01406	Abziehbare Vorsteuer 19 %	20.02.20	185	OLB 10179360 M-R7408 17 0220			01700	9,58			0,00	
409	01406	Abziehbare Vorsteuer 19 %	20.02.20	312	OLB Manner//Salzburg/AT/1 2020-02-18T13:31:07 KFN 1 VJ 2012 Kartenzahlung			01700	1,55			0,00	
410	01406	Abziehbare Vorsteuer 19 %	20.02.20	313	OLB CAFE GLOCKENSPIEL//SALZBURG/AT/1 2020-02-18T18:58:15 KFN 1 Kartenzahlu			01700	4,74			0,00	
334	01406	Abziehbare Vorsteuer 19 %	21.02.20	277	OLB Naschmarkt//Wien/AT/1 2020-02-19T15:29:24 KFN 1 VJ 2012 Kartenzahlung			01700	3,03			0,00	
336	01406	Abziehbare Vorsteuer 19 %	21.02.20	278	OLB Drechsler//Wien/AT/1 2020 02-19T19:50:39 KFN 1 VJ 2012 Kartenzahlung			01700	3,21			0,00	
416	01406	Abziehbare Vorsteuer 19 %	21.02.20	316	OLB Ibis Wien City//Wien/AT/1 2020-02-19T10:39:42 KFN 1 VJ 2012 Kartenzahl			01700	2,08			0,00	
418	01406	Abziehbare Vorsteuer 19 %	21.02.20	317	OLB Ibis Wien City//Wien/AT/1 2020-02-18T23:46:24 KFN 1 VJ 2012 Kartenzahl			01700	2,08			0,00	
418	01406	Abziehbare Vorsteuer 19 %	21.02.20	317	OLB Ibis Wien City//Wien/AT/1 2020-02-18T23:46:24 KFN 1 VJ 2012 Kartenzahl	M-R 7408		01700	2,08			0,00	
288	01406	Abziehbare Vorsteuer 19 %	22.02.20	247	Papas Spezialitäten			01600	1,44			0,00	
380	01406	Abziehbare Vorsteuer 19 %	22.02.20	246	Restaurant Lis Cooking, Jin Li Wang KG, Naschmarkt 126-129, 1040 Wien			01600	1,31			0,00	
286	01406	Abziehbare Vorsteuer 19 %	23.02.20	245	GE-CA Gastronomiebetrieb BmbH Espresso Segafredo, Graben 29, 1010 Wien			01600	0,83			0,00	
287	01406	Abziehbare Vorsteuer 19 %	23.02.20	246	Restaurant Lis Cooking, Jin Li Wang KG, Naschmarkt 126-129, 1040 Wien			01600	1,31			0,00	
293	01406	Abziehbare Vorsteuer 19 %	23.02.20	252	GE-CA Gastronomiebetrieb BmbH Espresso Segafredo, Graben 29, 1010 Wien			01600	0,54			0,00	
294	01406	Abziehbare Vorsteuer 19 %	23.02.20	253	GE-CA Gastronomiebetrieb BmbH Espresso Segafredo, Graben 29, 1010 Wien			01600	0,54			0,00	
295	01406	Abziehbare Vorsteuer 19 %	23.02.20	254	GE-CA Gastronomiebetrieb BmbH Espresso Segafredo, Graben 29, 1010 Wien			01600	0,46			0,00	
303	01406	Abziehbare Vorsteuer 19 %	23.02.20	246	<Storno> Restaurant Lis Cooking, Jin Li Wang KG, Naschmarkt 126-129, 1040 Wien			01600	-1,31			0,00	
338	01406	Abziehbare Vorsteuer 19 %	24.02.20	279	OLB Drechsler//Wien/AT/1 2020 02-20T20:44:43 KFN 1 VJ 2012 Kartenzahlung			01700	1,25			0,00	
340	01406	Abziehbare Vorsteuer 19 %	24.02.20	280	OLB Orient Occident//Wien/AT/1 2020-02-20T14:35:16 KFN 1 VJ 2012 Kartenzah			01700	2,95			0,00	
342	01406	Abziehbare Vorsteuer 19 %	24.02.20	281	OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Kartenzah	M-R 7408		01700	1,34			0,00	
344	01406	Abziehbare Vorsteuer 19 %	24.02.20	282	OLB Orient Occident//Wien/AT/1 2020-02-21T18:34:02 KFN 1 VJ 2012 Kartenzah			01700	4,52			0,00	
345	01406	Abziehbare Vorsteuer 19 %	24.02.20	281	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Karten	M-R 7408		01700	-1,34			0,00	
346	01406	Abziehbare Vorsteuer 19 %	24.02.20	283	OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Kartenzah			01700	1,34			0,00	
386	01406	Abziehbare Vorsteuer 19 %	24.02.20	248	Yumi Teppanyaki Dim Sum, D&J Asia Bistro GmbH, Naschmarkt Stand 87, 1060 Wien			01600	1,90			0,00	
242	01406	Abziehbare Vorsteuer 19 %	25.02.20	204	OLB Kd 0014627444 Wir sagen danke. RG-Nr. M20020129336 151,51 EUR		Handy - Mobilcom	01700	24,19			0,00	
350	01406	Abziehbare Vorsteuer 19 %	25.02.20	285	OLB Aida Fil.10//Wien/AT/12020-02-22T21:25:11 KFN 1 VJ 2012 Kartenzahlung			01700	0,88			0,00	
352	01406	Abziehbare Vorsteuer 19 %	25.02.20	286	OLB Cafe Leopold//Wien/AT/1 2020-02-23T16:18:52 KFN 1 VJ 2012 Kartenzahlun			01700	1,37			0,00	
354	01406	Abziehbare Vorsteuer 19 %	25.02.20	287	OLB Orient Occident//Wien/AT/1 2020-02-22T16:51:32 KFN 1 VJ 2012 Kartenzah			01700	2,08			0,00	
356	01406	Abziehbare Vorsteuer 19 %	25.02.20	288	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			01740	0,98			0,00	
358	01406	Abziehbare Vorsteuer 19 %	25.02.20	289	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101511ARN74548180054120001165229			01740	0,98			0,00	
359	01406	Abziehbare Vorsteuer 19 %	25.02.20	288	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			01740	-0,98			0,00	
360	01406	Abziehbare Vorsteuer 19 %	25.02.20	290	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			01740	0,98			0,00	
363	01406	Abziehbare Vorsteuer 19 %	25.02.20	289	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101511ARN74548180054120001165229			01740	-0,98			0,00	
365	01406	Abziehbare Vorsteuer 19 %	25.02.20	290	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			01740	-0,98			0,00	
368	01406	Abziehbare Vorsteuer 19 %	26.02.20	294	OLB Asia Time//Wien/AT/1 2020 02-24T14:29:24 KFN 1 VJ 2012 Kartenzahlung			01700	2,46			0,00	
370	01406	Abziehbare Vorsteuer 19 %	26.02.20	295	OLB CAFE REST DEL EUROPE//WIEN/AT/1 2020-02-23T15:13:30 KFN 1 Kartenzahlun			01700	6,56			0,00	
372	01406	Abziehbare Vorsteuer 19 %	26.02.20	296	OLB Dogan//Wien/AT/1 2020-02-24T11:23:46 KFN 1 VJ 2012 Kartenzahlung			01700	2,27			0,00	
374	01406	Abziehbare Vorsteuer 19 %	26.02.20	297	OLB SEGAFREDO ESPRESSO//WIEN/AT/1 2020-02-23T20:53:32 KFN 1 Kartenzahlung			01700	2,38			0,00	
290	01406	Abziehbare Vorsteuer 19 %	27.02.20	249	Apcoa Parking	M-R 7408		01600	2,87			0,00	
326	01406	Abziehbare Vorsteuer 19 %	27.02.20	273	OLB Oberlaa Mariahilf//Wien/AT/1 2020-02-25T12:32:39 KFN 1 VJ 2012 Kartenz			01700	3,03			0,00	
328	01406	Abziehbare Vorsteuer 19 %	27.02.20	274	OLB Mochi//Wien/AT/1 2020-02-25T19:57:23 KFN 1 VJ 2012 Kartenzahlung			01700	4,26			0,00	
330	01406	Abziehbare Vorsteuer 19 %	27.02.20	275	OLB JONAS REINDL 1090//WIEN/AT/1 2020-02-25T16:43:14 KFN 1 Kartenzahlung			01700	0,64			0,00	
332	01406	Abziehbare Vorsteuer 19 %	27.02.20	276	OLB CAFE SPERL//WIEN/AT/1 2020-02-24T18:36:53 KFN 1 Kartenzahlung			01700	2,14			0,00	
348	01406	Abziehbare Vorsteuer 19 %	27.02.20	284	OLB BP TANKSTELLE//WIEN/AT/1 2020-02-25T20:47:40 KFN 1 Kartenzahlung	M-R 7408		01700	7,54			0,00	
422	01406	Abziehbare Vorsteuer 19 %	27.02.20	319	OLB Ibis Wien City//Wien/AT/1 2020.02.25T08.39.58 Folgenr.000 Verfalld.202	M-R 7408		01740	10,38			0,00	
266	01406	Abziehbare Vorsteuer 19 %	28.02.20	225	OLB Re-Nr. 247968 Anne Richter KD 49661 05.02.2020		VPN	01700	8,37			0,00	
318	01406	Abziehbare Vorsteuer 19 %	28.02.20	269	OLB FLUGHAFEN MUENCHEN GMBH GIR 69128452020-02-28T00:09:21 KFN 1 VJ 2012 K	M-R 7408		01700	4,79			0,00	
308	01406	Abziehbare Vorsteuer 19 %	29.02.20	264	Apcoa Parking	M-R 7408		01600	0,48			0,00	
281	01406	Abziehbare Vorsteuer 19 %	02.03.20	240	OLB AGIP ASCHHEIM, EICHENDORFFSTR.20//A2020-03-01T13:56:39 KFN 1 VJ 2012 K	M-R 7408		01700	8,99			0,00	
320	01406	Abziehbare Vorsteuer 19 %	02.03.20	270	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-28T15:16:41 KFN 1 VJ 2012 K	M-R 7408		01700	2,39			0,00	
283	01406	Abziehbare Vorsteuer 19 %	03.03.20	242	OLB NR8676167015 DIGITALOCEA USKURS 1,0949000KAUFUMSATZ01.03 34,33143250AR	Digital Ocean		01740	5,01			0,00	
548	01406	Abziehbare Vorsteuer 19 %	03.03.20	437	Restaurant Oosten, Frankfurt			01600	1,33			0,00	
302	01406	Abziehbare Vorsteuer 19 %	04.03.20	260	OLB Kd.Nr. 001910905173 VK1018840053 Rg.Nr. 003587122309 vom 19.02.20 Voda		Festnetz - Vodafone	01700	6,22			0,00	
414	01406	Abziehbare Vorsteuer 19 %	04.03.20	315	OLB OOSTEN REALWIRTSCHAFT GIR 69270377/2020-03-03T16:43:04 KFN 1 VJ 2012 K			01700	4,20			0,00	
448	01406	Abziehbare Vorsteuer 19 %	04.03.20	331	OLB 4468.9361.2720 Immobilien Scout GmbH ImmobilienScout24 PREMIUM-Mitglie			01700	4,78			0,00	
645	01406	Abziehbare Vorsteuer 19 %	04.03.20	487	Tageskarte Erwachsene RMV	RMV		01600	0,85			0,00	
550	01406	Abziehbare Vorsteuer 19 %	05.03.20	438	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-03T21:53:42 KFN 1 VJ 2012 K			01700	2,19			0,00	
552	01406	Abziehbare Vorsteuer 19 %	05.03.20	439	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-03-04T08:15:45 KFN 1 VJ 2012 K			01700	2,19			0,00	
646	01406	Abziehbare Vorsteuer 19 %	05.03.20	488	Frankfurter Küche			01600	2,14			0,00	
556	01406	Abziehbare Vorsteuer 19 %	06.03.20	441	OLB OOSTEN REALWIRTSCHAFT GIR 69270378/2020-03-05T18:59:28 KFN 1 VJ 2012 K			01700	3,32			0,00	
653	01406	Abziehbare Vorsteuer 19 %	06.03.20	492	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T17:0			01700	3,23			0,00	
655	01406	Abziehbare Vorsteuer 19 %	06.03.20	493	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T23:5			01700	5,65			0,00	
465	01406	Abziehbare Vorsteuer 19 %	09.03.20	355	OLB SHELL 1599 / Ramstein /DE 2020-03-07T17:09:42 KFN1 VJ 2012 Kartenzahlu			01700	10,12			0,00	
558	01406	Abziehbare Vorsteuer 19 %	09.03.20	442	OLB COFFEE FELLOWS FRANKFURT//FRANKFURT2020-03-06T11:20:42 KFN 1 VJ 2012 K			01700	1,42			0,00	
560	01406	Abziehbare Vorsteuer 19 %	10.03.20	443	OLB Le Commerce//SAINT-DIZIER FR/1 2020-03-08T20:13:40 KFN 1 VJ 2012 Karte			01700	3,37			0,00	
562	01406	Abziehbare Vorsteuer 19 %	11.03.20	444	OLB Chez Julia//PARIS/FR/12020-03-09T18:46:14 KFN 1 VJ 2012 Kartenzahlung			01700	3,15			0,00	
472	01406	Abziehbare Vorsteuer 19 %	12.03.20	362	OLB Kd-Nr.: 17337791, Rg-Nr.: 1488460877/6, Ihre Tarifrechnung		Handy - Telefonica	01700	2,55			0,00	
564	01406	Abziehbare Vorsteuer 19 %	12.03.20	445	OLB CHOUPINET PARIS//PARIS/FR 1 2020-03-10T16:50:28 KFN 1 VJ 2012 Kartenza			01700	2,38			0,00	
566	01406	Abziehbare Vorsteuer 19 %	13.03.20	446	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T22:55:30 KFN 1 VJ 2012 Kartenzah			01700	1,60			0,00	
568	01406	Abziehbare Vorsteuer 19 %	13.03.20	447	OLB CANON GOBELINS//PARIS/FR/1 2020-03-11T16:47:56 KFN 1 VJ 2012 Kartenzah			01700	2,08			0,00	
570	01406	Abziehbare Vorsteuer 19 %	13.03.20	448	OLB LE CORNER SAINT//PARIS16/FR/1 2020-03-10T23:28:00KFN 1 VJ 2012 Kartenz			01700	2,32			0,00	
572	01406	Abziehbare Vorsteuer 19 %	13.03.20	449	OLB CAFE DE FRANCE//PARIS/FR/1 2020-03-11T14:42:23 KFN 1 VJ 2012 Kartenzah			01700	4,18			0,00	
576	01406	Abziehbare Vorsteuer 19 %	16.03.20	451	OLB LE MUSSET//PARIS/FR/1 2020-03-12T19:55:39 KFN 1 Kartenzahlung			01700	4,23			0,00	
578	01406	Abziehbare Vorsteuer 19 %	16.03.20	452	OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Kartenza	M-R 7408		01700	2,39			0,00	
580	01406	Abziehbare Vorsteuer 19 %	16.03.20	453	OLB CREPERIE 4 TEMPS//PARIS/FR/1 2020-03-13T21:24:31 KFN 1 VJ 2012 Kartenz			01700	3,27			0,00	
651	01406	Abziehbare Vorsteuer 19 %	16.03.20	491	OLB DS CAFE DEFENSE//PUTEAUX/FR/1 2020-03-13T14:39:58 KFN 1 VJ 2012 Karten			01700	6,15			0,00	
661	01406	Abziehbare Vorsteuer 19 %	16.03.20	496	OLB LA CASSEROLE//PARIS 5/FR/1 2020-03-12T23:26:14 KFN 1 Kartenzahlung			01700	1,12			0,00	
662	01406	Abziehbare Vorsteuer 19 %	16.03.20	452	<Storno> OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Karte	M-R 7408		01700	-2,39			0,00	
663	01406	Abziehbare Vorsteuer 19 %	16.03.20	497	OLB LA CONTRESCARPE//PARIS/FR 1 2020-03-12T21:53:20 KFN 1 VJ 2012 Kartenza	M-R 7408		01700	2,39			0,00	
665	01406	Abziehbare Vorsteuer 19 %	16.03.20	498	OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099.12			01740	1,28			0,00	
490	01406	Abziehbare Vorsteuer 19 %	17.03.20	380	OLB TOTAL//RUEIL-MALMAIS/FR/1 2020-03-14T20:07:24 KFN1 VJ 2012 Kartenzahlu			01700	7,56			0,00	
582	01406	Abziehbare Vorsteuer 19 %	17.03.20	454	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T16:26:52 KFN 1 VJ 2012 Kart			01700	0,21			0,00	
584	01406	Abziehbare Vorsteuer 19 %	17.03.20	455	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T18:02:09 KFN 1 VJ 2012 Kart			01700	0,48			0,00	
586	01406	Abziehbare Vorsteuer 19 %	17.03.20	456	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T13:17:09 KFN 1 VJ 2012 Kart			01700	0,53			0,00	
588	01406	Abziehbare Vorsteuer 19 %	17.03.20	457	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T15:05:50 KFN 1 VJ 2012 Kart			01700	0,88			0,00	
590	01406	Abziehbare Vorsteuer 19 %	17.03.20	458	OLB LE MOULIN DE SUR//SURESNES/FR/1 2020-03-14T12:38:42 KFN 1 VJ 2012 Kart			01700	1,15			0,00	
592	01406	Abziehbare Vorsteuer 19 %	17.03.20	459	OLB SARL PORTLAND 0378466//PLERIN/FR/12020-03-15T18:24:41 KFN 1 VJ 2012 Ka			01700	1,34			0,00	
594	01406	Abziehbare Vorsteuer 19 %	18.03.20	460	OLB LA MIE CALINE//BREST/FR/1 2020-03-16T13:26:43 KFN 1 Kartenzahlung			01700	0,29			0,00	
596	01406	Abziehbare Vorsteuer 19 %	18.03.20	461	OLB LE PLAN B 0402182//BREST/FR/1 2020-03-16T12:51:52 KFN 1 VJ 2012 Karten			01700	2,04			0,00	
495	01406	Abziehbare Vorsteuer 19 %	19.03.20	385	OLB SAS SAS DITRIBREIZH//BREST/FR/1 2020-03-17T12:05:40 KFN 1 VJ 2012 Kart			01700	6,76			0,00	
496	01406	Abziehbare Vorsteuer 19 %	19.03.20	386	OLB MONOPRIX//BREST/FR/1 2020 03-16T19:41:11 KFN 1 VJ 2012 Kartenzahlung			01700	8,12			0,00	
506	01406	Abziehbare Vorsteuer 19 %	20.03.20	396	OLB SHELL 5451 / FrankfurtMain /DE 2020-03-19T13:43:28 KFN 1 VJ 2012 Karte			01700	5,27			0,00	
507	01406	Abziehbare Vorsteuer 19 %	20.03.20	397	OLB SHELL 5451 / FrankfurtMain /DE 2020-03-19T13:15:27 KFN 1 VJ 2012 Karte			01700	7,51			0,00	
